"iORF_ID","MD5","length","analysis","signature_accession","signature_description","start","stop","score","status","date","interpro_accession","interpro_description"
"ENST00000413755_123_213","ac6e97144738e647d6a46522a38aa536",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENST00000321337_267_339","8fb4c60f02c346d9b2d88e7be376c197",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000553454_192_429","b1404e8323c5ca4f547e17e2b3124269",78,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000553454_192_429","b1404e8323c5ca4f547e17e2b3124269",78,"MobiDBLite","mobidb-lite","consensus disorder prediction",55,78,"-","T","03-11-2022","-","-"
"ENST00000597848_218_296","68a969c4aacef2ca6f3ede256c9ce17e",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000532791_4241_4445","009294ce0738ded4a107f48658725fb1",67,"MobiDBLite","mobidb-lite","consensus disorder prediction",34,67,"-","T","03-11-2022","-","-"
"ENCT00000134383_1062_1143","f485d39c8683939b455e1ac5943e3ff3",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"MICT00000043562_ncRNA_0","ea56c61ffad6ce92c9e4385b95b733e9",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,42,"-","T","03-11-2022","-","-"
"ENCT00000461727_5500_5620","cc2a7d445c96eb060e96027ead579838",39,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,39,"-","T","03-11-2022","-","-"
"FTMT28100004288_ncRNA_12","3b2f403e404d8cb15e9a8a44b72bb938",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000368621_316_403","f5236cbb276a8609bce4fa5c5de87228",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"FTMT24500046839_43_148","3fb3ba9c2156f1381afb5353f19d89c5",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,34,"-","T","03-11-2022","-","-"
"HBMT00001245780_831_921","324fcb9f76537e6496f27d92afb1dd0e",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENST00000318627_uORF_1","8328d15b84878722cdf750ea1912d968",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENST00000577841_41_128","91e62d3697a4ba6f36dcb8a3ff93db6e",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"ENST00000615849_uORF_8","1048f30b5dbf7dd4310866153f3c53b8",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"HBMT00000255664_94_160","5fab6d474dc422ccdb3ec6f613457e60",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"FTMT23300002436_ncRNA_4","5a26764a1050752400e9e666f474f390",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,42,"-","T","03-11-2022","-","-"
"MICT00000268983_290_350","55281e8d03d4d4fa4b3a54080b4165df",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"FTMT22100065212_14_89","f313270c637c08931e808bac5b3d3d46",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000233668_346_466","129ad4573a853490f6acceed19bd6e3d",39,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,39,"-","T","03-11-2022","-","-"
"FTMT20100020955_25_235","d0d65621282e1487103d55d7f43b6bf5",69,"MobiDBLite","mobidb-lite","consensus disorder prediction",55,69,"-","T","03-11-2022","-","-"
"FTMT20100020955_25_235","d0d65621282e1487103d55d7f43b6bf5",69,"MobiDBLite","mobidb-lite","consensus disorder prediction",44,69,"-","T","03-11-2022","-","-"
"ENST00000311413_106_508","4eca73755a07a5ebce18cfbc6babc605",133,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,53,"-","T","03-11-2022","-","-"
"ENST00000583516_2810_2900","e2b5a1320c5f3d1c11f52e93c062102a",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENST00000583516_2810_2900","e2b5a1320c5f3d1c11f52e93c062102a",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000343666_44_404","7ef82c636b332bbe01f0feff97ccd003",119,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,63,"-","T","03-11-2022","-","-"
"MICT00000056842_1307_1460","4615cf858746db9fcbb9f941b907f793",51,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"MICT00000056842_1307_1460","4615cf858746db9fcbb9f941b907f793",51,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,51,"-","T","03-11-2022","-","-"
"HBMT00000586973_8_89","b8d96f706a38246c124cadac3c58553c",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENCT00000232315_247_442","571c86c9fe0c5d13d6eaef227bf1d487",65,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,50,"-","T","03-11-2022","-","-"
"ENCT00000232315_247_442","571c86c9fe0c5d13d6eaef227bf1d487",65,"MobiDBLite","mobidb-lite","consensus disorder prediction",13,43,"-","T","03-11-2022","-","-"
"MICT00000072832_5276_5450","0b44b4718159d8ff803fc3da6c1406e0",58,"MobiDBLite","mobidb-lite","consensus disorder prediction",38,58,"-","T","03-11-2022","-","-"
"ENST00000423538_uORF_32","57cd3e693d6d5c3c85b0e4faf4348fe6",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENCT00000049676_1618_1756","2fee41959fd56572c675e624d204b1c0",46,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,46,"-","T","03-11-2022","-","-"
"ENST00000436390_343_469","581597df701864f12099ac5e041fd57f",41,"MobiDBLite","mobidb-lite","consensus disorder prediction",16,41,"-","T","03-11-2022","-","-"
"ENST00000366889_uORF_7","7714b66fe8ddbb75c639e8418b766de3",31,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,31,"-","T","03-11-2022","-","-"
"HBMT00000978817_1165_1231","93af36649ce6ad710f36be25efbaa9e5",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"MICT00000334434_ncRNA_12","8183a6f732c2cc9f415b2e0b96778bdd",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",8,27,"-","T","03-11-2022","-","-"
"MICT00000334434_ncRNA_12","8183a6f732c2cc9f415b2e0b96778bdd",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000505270_uORF_16","32af74f4b2437566a05b45688c64c9ca",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"HBMT00000817619_ncRNA_9","1348c2cb4acc475caa4ed5a2fa5d4663",56,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,56,"-","T","03-11-2022","-","-"
"HBMT00000817619_ncRNA_9","1348c2cb4acc475caa4ed5a2fa5d4663",56,"MobiDBLite","mobidb-lite","consensus disorder prediction",40,56,"-","T","03-11-2022","-","-"
"ENST00000328194_uORF_23","20c8fbdeefcedb07623c2b6e4d123b05",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,33,"-","T","03-11-2022","-","-"
"HBMT00000973524_62_254","69ef27fe9fe85e9e3981ead6261f7b40",63,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"HBMT00000973524_62_254","69ef27fe9fe85e9e3981ead6261f7b40",63,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,63,"-","T","03-11-2022","-","-"
"ENST00000482218_69_150","3b1d0cdd270bd378c5ed10b5db6b390b",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"MICT00000137878_282_360","d0b6b256f1c29de0d4db4df0be8ceffd",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000356290_47_113","d8aed815a5154dc801af324aab11b732",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENCT00000115789_ncRNA_32","4e82192993579e78017bbb2e1dbd1937",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"MICT00000060115_9997_10144","bd1bc7da558947f60f9641a1626a6a9b",48,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"MICT00000060115_9997_10144","bd1bc7da558947f60f9641a1626a6a9b",48,"MobiDBLite","mobidb-lite","consensus disorder prediction",29,48,"-","T","03-11-2022","-","-"
"ENST00000470236_243_312","a22de3bff26d72945a279e6990072903",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000262043_56_167","5170e0769159adf140adeebf91c3a130",37,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,37,"-","T","03-11-2022","-","-"
"FTMT22900007694_17_152","15d72dcfef274e48863927b7a091b493",45,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,45,"-","T","03-11-2022","-","-"
"ENST00000399138_uORF_17","91f4cc4089d6d65fd9cb86affd9e41c6",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"MICT00000369861_204_309","812bf6e551960dbead44f2759f81e690",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,34,"-","T","03-11-2022","-","-"
"MICT00000369861_204_309","812bf6e551960dbead44f2759f81e690",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,19,"-","T","03-11-2022","-","-"
"FTMT27300031132_17_152","0a938271f640a3f05979f61ffabeb5f4",44,"MobiDBLite","mobidb-lite","consensus disorder prediction",22,44,"-","T","03-11-2022","-","-"
"FTMT20300101618_942_1071","df6c252200ed8a814990f05b8f09afaa",42,"SUPERFAMILY","SSF50156","PDZ domain-like",2,35,"6.17E-9","T","03-11-2022","IPR036034","PDZ superfamily"
"FTMT20300101618_942_1071","df6c252200ed8a814990f05b8f09afaa",42,"Gene3D","G3DSA:2.30.42.10","-",1,38,"2.8E-13","T","03-11-2022","IPR036034","PDZ superfamily"
"MICT00000114455_579_690","0caf8c6fb2d7e2c9a522d8f198920161",37,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,37,"-","T","03-11-2022","-","-"
"FTMT20100112926_ncRNA_8","35223628ec04dbac7a91985c76325343",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENST00000339298_178_238","b439e9fd79f5165281adec1858b6927c",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"HBMT00001161770_ncRNA_16","0a838f6d94bfadca86a9c354c0063982",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"HBMT00001161770_ncRNA_16","0a838f6d94bfadca86a9c354c0063982",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",10,26,"-","T","03-11-2022","-","-"
"MICT00000093690_720_795","f18143937907379b4be38c3ceb15e111",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"FTMT22400011394_38_113","d880a316c978c797cd7baac959b42933",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"HBMT00001414204_ncRNA_7","4a203e903dc0e435c145e077aff20974",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"HBMT00000618971_131_194","c9b5fc9fe07ecd610e4a8081b09ce454",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000592087_ncRNA_0","7b0505b186c2dbfea58e40f72e930903",219,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,94,"-","T","03-11-2022","-","-"
"ENST00000592087_ncRNA_0","7b0505b186c2dbfea58e40f72e930903",219,"MobiDBLite","mobidb-lite","consensus disorder prediction",15,33,"-","T","03-11-2022","-","-"
"ENST00000455631_uORF_20","e4dfb0891dff043eeedb6f702b917e35",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",13,28,"-","T","03-11-2022","-","-"
"ENST00000455631_uORF_20","e4dfb0891dff043eeedb6f702b917e35",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,35,"-","T","03-11-2022","-","-"
"ENST00000295888_uORF_857","5c01d96ae1f519e93c7ad02275f686a6",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000568581_uORF_23","4f9c1d025407834bd2c9287f780b6716",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000461904_14368_14440","5786d79ab95375753b75f6faa0e45b58",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENST00000634611_138_291","73406fd480e3f84c0bfcf32be8d810d5",50,"MobiDBLite","mobidb-lite","consensus disorder prediction",28,50,"-","T","03-11-2022","-","-"
"ENCT00000457772_ncRNA_0","b708f330ee059545871d66fc6aac5b2a",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",12,32,"-","T","03-11-2022","-","-"
"ENCT00000457772_ncRNA_0","b708f330ee059545871d66fc6aac5b2a",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,32,"-","T","03-11-2022","-","-"
"ENST00000361483_uORF_2","ad64f5e974620ec8b73e2dcf73eaf560",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000499810_7_133","f7d803d3805f000a962f28b2ccfeaca8",41,"MobiDBLite","mobidb-lite","consensus disorder prediction",22,41,"-","T","03-11-2022","-","-"
"HBMT00000342835_ncRNA_16","58500e70c1736505979d7eb63d120976",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000261700_0_108","40c1a5a7803cccc5c16773404297ad6c",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",15,35,"-","T","03-11-2022","-","-"
"ENCT00000121473_435_516","4fd01d96ea427765c66b135c891e83d9",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENST00000318037_uORF_9","3d0c2bbc65243ed0e8d9e7ee89d8200f",38,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,38,"-","T","03-11-2022","-","-"
"FTMT23500047379_396_459","49790bdfb450fe2dfaf479b3f5f26e33",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"FTMT23500047379_396_459","49790bdfb450fe2dfaf479b3f5f26e33",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",6,20,"-","T","03-11-2022","-","-"
"ENST00000572875_uORF_10","32518c8eba618d48d8fa5bc8d3024c90",33,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,33,"-","T","03-11-2022","-","-"
"ENST00000607957_208_448","d44e17eded65315a69fef10b3e1ea8a3",79,"MobiDBLite","mobidb-lite","consensus disorder prediction",19,51,"-","T","03-11-2022","-","-"
"FTMT20300085770_23_137","01d32b8d73a6ca0b0835ea6f39761319",38,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,38,"-","T","03-11-2022","-","-"
"ENST00000488429_204_303","c728cee352c7f56310995814a97da8db",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",15,32,"-","T","03-11-2022","-","-"
"ENST00000488429_204_303","c728cee352c7f56310995814a97da8db",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,32,"-","T","03-11-2022","-","-"
"ENST00000379589_236_305","2bf43cec002aba622bdf6247097786ce",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000379589_236_305","2bf43cec002aba622bdf6247097786ce",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",7,22,"-","T","03-11-2022","-","-"
"ENST00000619301_233_353","07dc7416d97bcce9f71d68e56c14d324",39,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,16,"-","T","03-11-2022","-","-"
"ENST00000619301_233_353","07dc7416d97bcce9f71d68e56c14d324",39,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000537505_7_136","7ae773868f0f79fa356e3c571b8007c1",43,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,43,"-","T","03-11-2022","-","-"
"ENST00000474477_ncRNA_0","3031097904b8b967938fe16d1aeac2b9",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,34,"-","T","03-11-2022","-","-"
"MICT00000014842_22_226","9400d1ec2a4cbd1a11a435effc3341e4",68,"MobiDBLite","mobidb-lite","consensus disorder prediction",26,68,"-","T","03-11-2022","-","-"
"ENST00000490470_54_129","ec026ae29b8d32884aa1963d84e98272",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"HBMT00001247016_1804_2251","0e996562adff2669cd9cec8c874c7e51",148,"PANTHER","PTHR46522","CYTIDINE MONOPHOSPHATE-N-ACETYLNEURAMINIC ACID HYDROXYLASE",1,143,"2.0E-77","T","03-11-2022","IPR027033","Cytidine monophosphate-N-acetylneuraminic acid hydroxylase"
"ENST00000495715_ncRNA_20","f27b10d03cfcd2ca61f5cd5c248dfcdf",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000485473_232_367","e52d04ed092ba987ec954e1860e8eabf",44,"Pfam","PF15716","Domain of unknown function (DUF4672)",1,43,"9.9E-25","T","03-11-2022","IPR031445","Protein of unknown function DUF4672"
"ENST00000485473_232_367","e52d04ed092ba987ec954e1860e8eabf",44,"MobiDBLite","mobidb-lite","consensus disorder prediction",22,44,"-","T","03-11-2022","-","-"
"ENST00000485473_232_367","e52d04ed092ba987ec954e1860e8eabf",44,"PANTHER","PTHR40143","-",1,42,"7.9E-21","T","03-11-2022","IPR031445","Protein of unknown function DUF4672"
"FTMT26300044412_196_622","3334dd3c00e3ddbeb571901a0fc15d07",141,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"MICT00000172139_103_184","19f5309ff21c312853c5b2b598b8d0c3",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENST00000622602_dORF_5","72cf679ca0b50ae3da9d454bbeed1374",44,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,31,"-","T","03-11-2022","-","-"
"ENST00000431844_ncRNA_4","8a6c52bc66f63e13ee2b3cd93f28c536",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"FTMT26100039847_ncRNA_11","8de9a86f7ae3dd3228d8d51a4da71385",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,18,"-","T","03-11-2022","-","-"
"FTMT26100039847_ncRNA_11","8de9a86f7ae3dd3228d8d51a4da71385",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000532222_uoORF_33","b0080c8ef16b8bba2b9944e50f035452",44,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENST00000449615_126_213","a90e9230fdf169b8277e381f89677863",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"ENST00000565928_169_1159","57b07c683f2894b9e7f9d899f602cf94",329,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,80,"-","T","03-11-2022","-","-"
"ENST00000565928_169_1159","57b07c683f2894b9e7f9d899f602cf94",329,"MobiDBLite","mobidb-lite","consensus disorder prediction",86,105,"-","T","03-11-2022","-","-"
"ENST00000565928_169_1159","57b07c683f2894b9e7f9d899f602cf94",329,"Pfam","PF00956","Nucleosome assembly protein (NAP)",88,300,"1.1E-19","T","03-11-2022","IPR002164","Nucleosome assembly protein (NAP)"
"ENST00000565928_169_1159","57b07c683f2894b9e7f9d899f602cf94",329,"Coils","Coil","Coil",87,107,"-","T","03-11-2022","-","-"
"ENST00000565928_169_1159","57b07c683f2894b9e7f9d899f602cf94",329,"Gene3D","G3DSA:3.30.1120.90","Nucleosome assembly protein",167,302,"2.2E-42","T","03-11-2022","-","-"
"ENST00000565928_169_1159","57b07c683f2894b9e7f9d899f602cf94",329,"Gene3D","G3DSA:1.20.5.1500","-",80,166,"1.3E-9","T","03-11-2022","-","-"
"ENST00000565928_169_1159","57b07c683f2894b9e7f9d899f602cf94",329,"FunFam","G3DSA:3.30.1120.90:FF:000002","Testis-specific Y-encoded-like protein 2",168,303,"1.5E-53","T","03-11-2022","-","-"
"ENST00000565928_169_1159","57b07c683f2894b9e7f9d899f602cf94",329,"PANTHER","PTHR11875","TESTIS-SPECIFIC Y-ENCODED PROTEIN",119,300,"1.6E-49","T","03-11-2022","IPR002164","Nucleosome assembly protein (NAP)"
"ENST00000565928_169_1159","57b07c683f2894b9e7f9d899f602cf94",329,"SUPERFAMILY","SSF143113","NAP-like",116,300,"2.09E-63","T","03-11-2022","IPR037231","NAP-like superfamily"
"MICT00000238746_1206_1368","16107dafda38c7ca3601f60ea592e01f",53,"MobiDBLite","mobidb-lite","consensus disorder prediction",33,53,"-","T","03-11-2022","-","-"
"ENCT00000464475_ncRNA_6","caf8e1a09ce6fd55d8720ac4902a67dd",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENST00000635815_284_350","47579cca8e5e385aa2e9bd03b72ac12d",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"FTMT25500003459_10_157","df1d72e64595e66274eb58bf0066bfc0",48,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000444712_uORF_12","963152c383643368f24551036dedf50a",52,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"ENST00000545460_1_115","9bf174eb753d2b7626b3a620108c3282",37,"Coils","Coil","Coil",8,28,"-","T","03-11-2022","-","-"
